"Parcel","TaxPayer","Address","City","State","Zip","Zip4","Phone","Email","SitusAddress","YearBuilt","AgentName""AgentContact","AgentAddress","AgentCity","AgentState","AgentZip","AgentZip4","AgentPhone","AgentEmail"
"30313034B","ZUNIGA IRENE","653 E 14TH ST","DOUGLAS","AZ","85607","1615","5200000000","","10286 S NOGALES HY (PC)","0","OWNER AGENT","","","  ","     ","    ","          ",""
"119043950","SANTACRUZ RODOLFO & VALENCIA-SANTACRUZ ANA","2319 W GOLDEN HILLS RD","TUCSON","AZ","85745","1878","5200000000","","3526 S LIBERTY AV (TUC)","1939","OWNER AGENT","","","  ","     ","    ","          ",""
"218404380","PAUSTECK ROBERT W & PAUSTECK STEVEN M JT/RS","12905 N MESOZOIC DR","MARANA","AZ","85658","4273","5203606328","","12905 N MESOZOIC DR (MAR)","2005","OWNER AGENT","","","  ","     ","    ","          ",""
"115173320","DICOSOLA FRANK & SANDRA L LIVING TR","PO BOX 69131","TUCSON","AZ","85737","0011","5204052970","MRMUSTANG595@GMAIL.COM","1775 W LESTER ST (TUC)","1990","OWNER AGENT","","","  ","     ","    ","          ",""
"11621301B","TANNER GLENN & BELFIORI CHRISTINE CP/RS","1112 W 9TH AVE","SPOKANE","WA","99204","3110","5099548842","CHRISTINEBELFIORI@YAHOO.COM","944 W NEARMONT DR (TUC)","2015","FOOTHILLS PROPERTIES (RIVER RD) 01","2484 E RIVER RD","TUCSON","AZ","85718","6522","5202992100","MANAGER@TUCSONFOOTHILLS.COM"
"127050990","DAHDAH NABEGH FARAH & LIV MADELEINE CP/RS","953 S B ST","SAN MATEO","CA","94401","4207","6507185933","ATTHESHOP27@GMAIL.COM","4741 E 2ND ST (TUC)","0","PORTER KENNETH","8401 S KOLD RD UNIT 360","TUCSON","AZ","     ","    ","5209093994","KENPORTERJR@GMAIL.COM"
"141182440","FRANCOEUR WYLIE & GARCIA ADRIANA R CP/RS","20943 E DESERT HILLS BLVD","QUEEN CREEK","AZ","85142","6937","5204451556","ADRIANARGARCIA@HOTMAIL.COM","8676 S DESERT RAINBOW DR (TUC)","1998","NEW CONCEPT PROPERTY MANAGEMENT","7650 E BROADWAY BLVD STE 107","TUCSON","AZ","85710","3772","5205517247","DINO@NEWCONCEPTPROPERTIES.COM"
"136430030","GARCIA JAIME & MONICA L","10823 E PLACITA GUAJIRA","TUCSON","AZ","85730","5816","5204816487","MONICAGARCIA939@GMAIL.COM","8729 E GREEN BRANCH LN (TUC)","2000","NEW CONCEPT PROPERTY MANAGEMENT","7650 E BROADWAY BLVD STE 107","TUCSON","AZ","85710","3772","5205517247","DINO@NEWCONCEPTPROPERTIES.COM"
"108090320","CARRUTHERS FAMILY TR","36253 COUNTY ROAD A32","DEL NORTE","CO","81132","9103","7198502588","","2148 E CAMINO LA ZORRELA (PC)","1979","BLUE FOX PROPERTIES 01","7368 N LA CHOLLA BLVD","TUCSON","AZ","85741","2305","5207807888","PROPERTYMANAGERS@BLUEFOXPROPERTIES.COM"
"102220370","DOLK CARL A & GRAVES DIANE FAMILY TR","2124 LORENZO LN","SACRAMENTO","CA","95864","0724","9166010724","CARL.CHEZWHAT@GMAIL.COM","150 E RUDASILL RD (PC)","1953","OWNER AGENT","","","  ","     ","    ","          ",""
"303770850","GHRIST JOSEPH A","7770 W MAVERICK RD","SAHUARITA","AZ","85629","6782","5206035289","","171 W CALLE GOTA (SAH)","2007","SUBURBAN REAL ESTATE GROUP LLC 01","PO BOX 886","SAHUARITA","AZ","85629","0886","5202323888","OFFICE@SUBURBGROUP.COM"
"303770850","GHRIST JOSEPH A","7770 W MAVERICK RD","SAHUARITA","AZ","85629","6782","5206035289","","171 W CALLE GOTA (SAH)","2007","SUBURBAN REAL ESTATE GROUP LLC 01","PO BOX 886","SAHUARITA","AZ","85629","0886","5202323888","OFFICE@SUBURBGROUP.COM"
"133387680","HOLTON LIVING TR","1635 CORTE VIA","LOS ALTOS","CA","94024","5928","4082180207","JOHN@SYMPHONYCONSULT.COM","180 S HAPPY VALLEY SADDLE DR (TUC)","2005","PLUMMER WILLIAM","6807 E KORALEE","TUCSON","AZ","85710","1034","5203318265","WILLPLUMMERTUCSON@GMAIL.COM"
"112074290","LEDERER ERIC T & MEGHAN CP/RS","2528 N STEWART AVE","TUCSON","AZ","85716","2425","9015171786","LMEGS13@GMAIL.COM","2528 N STEWART AV (TUC)","1952","FOOTHILLS PROPERTIES (RIVER RD) 01","2484 E RIVER RD","TUCSON","AZ","85718","6522","5202992100","MANAGER@TUCSONFOOTHILLS.COM"
"109132860","THOSS AMANDA MAYUMI","3263 W AVIOR DR","TUCSON","AZ","85742","4873","5208503581","","4931 N PONTATOC RD (PC)","1989","FOOTHILLS PROPERTIES (RIVER RD) 01","2484 E RIVER RD","TUCSON","AZ","85718","6522","5202992100","MANAGER@TUCSONFOOTHILLS.COM"
"107091850","SMITH TERRY & WENDY REVOC LIVING TR","6328 W PERSHING AVE","GLENDALE","AZ","85304","1018","6026203882","WENDY1MS@COX.NET","2747 N PACIFIC DR (TUC)","1996","FOOTHILLS PROPERTIES (RIVER RD) 01","2484 E RIVER RD","TUCSON","AZ","85718","6522","5202992100","MANAGER@TUCSONFOOTHILLS.COM"
"11415674A","STONE RIVER GEAR LLC 401K PROFIT SHARING","2963 ROUTE 209","KINGSTON","NY","12401","7824","8453310153","IL.ECONOMOS@GMAIL.COM","7050 E SUNRISE DR UNIT 4105","1996","KELLER WILLIAMS SOUTHERN AZ 03","1745 E RIVER RD STE 245","TUCSON","AZ","85718","7634","5203957202","NSERVOSS@KW.COM"
"304215560","EASTMAN ELISABETH M B","PO BOX 124","GREEN VALLEY","AZ","85622","0124","5206646646","","424 S PASEO AGUILA (PC)","1964","OWNER AGENT","","","  ","     ","    ","          ",""
"109310910","HU CHENGCHENG & XIONG XIAORONG CP/RS","1155 W COCONINO DR","CHANDLER","AZ","85248","9103","4803531588","","4131 E HAWKS WING DR (PC)","1994","BLUE FOX PROPERTIES 01","7368 N LA CHOLLA BLVD","TUCSON","AZ","85741","2305","5207807888","PROPERTYMANAGERS@BLUEFOXPROPERTIES.COM"
"140251280","FERNANDEZ JAVIER","1592 E MARYLAND PL","TUCSON","AZ","85706","2124","5206615276","","5858 S DEL MORAL BL (TUC)","1987","BLUE FOX PROPERTIES 01","7368 N LA CHOLLA BLVD","TUCSON","AZ","85741","2305","5207807888","PROPERTYMANAGERS@BLUEFOXPROPERTIES.COM"
"141139560","MAHONEY BEVERLY NAGEL LIVING TR","PO BOX 91","BENICIA","CA","94510","0091","7072358825","","8942 E LAURIE ANN DR (TUC)","2000","BPMG REAL ESTATE","7670 E BROADWAY STE 202","TUCSON","AZ","85710","3778","5202901800","OFFICE@BPMG.NET"
"11415779A","RAAB FAMILY TR","1231 JONES FARM RD","SEQUIM","WA","98382","3665","3606837728","JOERABB@OLYPEN.COM","7050 E SUNRISE DR UNIT 13103","1996","BIDEGAIN REALTY 01","8755 E BROADWAY BLVD","TUCSON","AZ","85710","4015","5208869877","LORNA@BIDEGAINREALTY.COM"
"109093310","STEPHEN OTIS F","PO BOX 1844","TUCSON","AZ","85702","1844","5200000000","OFSTEPHEN@GMAIL.COM","6610 E CIRCULO INVIERNO (PC)","1989","REMAX RESULTS 03","4640 E SUNRISE DR STE 215","TUCSON","AZ","85718","4576","5209717100","VICTORIA@RESULTSAZ.NET"
"305070970","FAKOLUJO AYODELE","1550 BAY ST APT D153","SAN FRANCISCO","CA","94123","5407","5200000000","","12175 E METZ DR (PC)","0","OWNER AGENT","","","  ","     ","    ","          ",""
"304267710","ENGLAND NANETTE S & BRIAN J","8691 AIKEN ST","MONTAGUE","MI","49467","8087","2316386042","","990 W CAMINO GUARINA (PC)","1977","LONG REALTY 04","275 W CONTINENTAL RD STE 181","GREEN VALLEY","AZ","85622","3626","5209188181",""
"108018300","KÖLBL PAULINE MUJAWAMARIYA","BINZMÜHLESTRASSE 78A","ZURICH 8050 SWITZERLAND","  ","     ","    ","5200000000","MUPAULINE@GMAIL.COM","6430 N TIERRA DE LAS CATALINAS UNIT 113","1983","GRIJALVA REALTY CORP","4937 E 5TH STE 115","TUCSON","AZ","85711","2282","5203251574","LAURA@GRIJALVAREALTY.COM"
"104045580","PAROD JENNIFER","4991 N AVENIDA DE CASTTILLA","TUCSON","AZ","85718","6073","6028264602","","4742 N COURTNEY DR (PC)","1983","BLUE FOX PROPERTIES 01","7368 N LA CHOLLA BLVD","TUCSON","AZ","85741","2305","5207807888","PROPERTYMANAGERS@BLUEFOXPROPERTIES.COM"
"137334830","TUNG MICHAEL","1209 WESTLAKE AVE N UNIT 450","SEATTLE","WA","98109","4883","9499432514","MITUSAHE@GMAIL.COM","1801 W CHARDONNAY DR (TUC)","1992","NEW CONCEPT PROPERTY MANAGEMENT","7650 E BROADWAY BLVD STE 107","TUCSON","AZ","85710","3772","5205517247","DINO@NEWCONCEPTPROPERTIES.COM"
"219241450","HENSLEY LISA S & ALBERT PAUL CP/RS","4129 MOJAVE DR","LAS CRUCES","NM","88005","0810","5756447073","LISAHENSLEY88@GMAIL.COM","13536 N WIDE VIEW DR (OV)","2000","23 MINUTES LLC","7330 N 16TH ST STE A320","PHOENIX","AZ","85020","5237","5208837368","OFFICE@RPMPIN.COM"
"140171160","JWE LEGACY LLC","3575 W IRONWOOD HILL DR","TUCSON","AZ","85745","8511","5202507970","BETMIWC@GMAIL.COM","1342 E NEVADA DR (TUC)","1967","OWNER AGENT","","","  ","     ","    ","          ",""
"304747330","MARTINEZ RICARDO R MALDONADO &","1266 E STRONGHOLD CANYON LN","SAHUARITA","AZ","85629","6723","5209079415","SSMALDONADO@YAHOO.COM","1234 E LOWER MINE LN (SAH)","2014","NEW CONCEPT PROPERTY MANAGEMENT","7650 E BROADWAY BLVD STE 107","TUCSON","AZ","85710","3772","5205517247","DINO@NEWCONCEPTPROPERTIES.COM"
"130030920","JOHANSEN FRANK & ALONZO LAURA JT/RS","5412 E ROSEWOOD ST","TUCSON","AZ","85711","1338","5209047524","JOHANSENFP@MSN.COM","2719 E WARWICK VISTA (TUC)","1954","NEW CONCEPT PROPERTY MANAGEMENT","7650 E BROADWAY BLVD STE 107","TUCSON","AZ","85710","3772","5205517247","DINO@NEWCONCEPTPROPERTIES.COM"
"126163890","NELON GARY PATRICK & KIMBERLY STEWART JT/RS","CMR 415 BOX 4924","APO","AE","09114","0050","3863013167","NELONK@HOTMAIL.COM","3940 E TIMROD ST #223","1966","TUCSON REALTY & TRUST CO MANAGMENT SERVICES 02","2525 E BROADWAY BLVD STE 111","TUCSON","AZ","85716","5398","5203270009","INFO@TRTMANAGEMENT.COM"
"126163890","NELON GARY PATRICK & KIMBERLY STEWART JT/RS","CMR 415 BOX 4924","APO","AE","09114","0050","3863013167","NELONK@HOTMAIL.COM","3940 E TIMROD ST APT 223","1966","TUCSON REALTY & TRUST CO MANAGMENT SERVICES 02","2525 E BROADWAY BLVD STE 111","TUCSON","AZ","85716","5398","5203270009","INFO@TRTMANAGEMENT.COM"
"134141900","ARTISAN PROPERTIES LLC","7440 E PLACITA LUZ DE LA LUNA","TUCSON","AZ","85715","2833","5206091614","G_SALVI@YAHOO.COM","897 S PANTANO PW (TUC)","1979","TUCSON REALTY & TRUST CO MANAGMENT SERVICES 02","2525 E BROADWAY BLVD STE 111","TUCSON","AZ","85716","5398","5203270009","INFO@TRTMANAGEMENT.COM"
"217384830","RODRIGUEZ FERNANDO & ALICIA CP/RS","8631 N WESTERN JUNIPER TER","TUCSON","AZ","85743","7131","5205917247","","11675 W VANDERBILT FARMS WY (MAR)","2018","BLUE FOX PROPERTIES 01","7368 N LA CHOLLA BLVD","TUCSON","AZ","85741","2305","5207807888","PROPERTYMANAGERS@BLUEFOXPROPERTIES.COM"
"221211350","WALBURN COLLIN","8128 N IRON RIDGE DR","TUCSON","AZ","85743","1432","5202378375","","8134 N IRON RIDGE DR (MAR)","2003","BLUE FOX PROPERTIES 01","7368 N LA CHOLLA BLVD","TUCSON","AZ","85741","2305","5207807888","PROPERTYMANAGERS@BLUEFOXPROPERTIES.COM"
"20827055C","CAMPOS JUAN L & CLAUDIA B JT/RS","16860 W LAMBERT LN","MARANA","AZ","85653","9271","5203893313","LUISCAMPOS0707@GMAIL.COM","16860 W LAMBERT LN (PC)","1977","OWNER AGENT","","","  ","     ","    ","          ",""
"112073170","HARTLE-SCHUTTE FAMILY REVOC LIVING TR","2901 E ALTA VISTA ST","TUCSON","AZ","85716","2137","5209822146","HARTLE-SCHUTTE@COX.NET","2850 E ALTA VISTA ST (TUC)","1948","OWNER AGENT","","","  ","     ","    ","          ",""
"113074800","MERR PROPERTIES LLC","2601 S ENCHANTED HILLS DR","TUCSON","AZ","85713","4525","6317643432","ERIC@MERRPROPERTIES.COM","1810 E BLACKLIDGE DR UNIT 221","1984","FOOTHILLS PROPERTIES (RIVER RD) 01","2484 E RIVER RD","TUCSON","AZ","85718","6522","5202992100","MANAGER@TUCSONFOOTHILLS.COM"
"140162180","GAXIOLA ADRIAN","PSC 3 BOX 345","APO","AP","96266","0004","5202450654","","5172 S LINNET AV (TUC)","1996","COPPER ROSE REALTY 01","6601 E 22ND ST","TUCSON","AZ","85710","5118","5202031572","JENTILMAN2003@YAHOO.COM"
"219240450","HARRISON DAWN S","2424 E MORTAR PESTLE DR","ORO VALLEY","AZ","85755","1941","9518720135","DAWNUSACA@GMAIL.COM","2424 E MORTAR PESTLE DR (OV)","1999","NEW CONCEPT PROPERTY MANAGEMENT","7650 E BROADWAY BLVD STE 107","TUCSON","AZ","85710","3772","5205517247","DINO@NEWCONCEPTPROPERTIES.COM"
"22201031F","VON MICHAELIS LIVING TR","16490 N RIDGE ROCK TRL","TUCSON","AZ","85739","9138","3035483984","EWLEYM@HOTMAIL.COM","16490 N RIDGE ROCK TR (PC)","2005","OWNER AGENT","","","  ","     ","    ","          ",""
"303720450","D G SMITH INVESTMENTS LLC","745 N ARIZONA ESTATES LOOP","TUCSON","AZ","85748","3567","4052053844","73BENNETTHA@GMAIL.COM","50 W CAMINO RANCHO PALOMAS (SAH)","2003","OWNER AGENT","","","  ","     ","    ","          ",""
"304161690","HEMBREE WILSON HENRY & MARLENE GLORIA CP/RS","1250 N PLACITA DE JOSEPHINA","GREEN VALLEY","AZ","85614","3747","5204012705","MARLENEGHEMBREE@MSN.COM","1250 N PLACITA DE JOSEPHINA (PC)","1992","OWNER AGENT","","","  ","     ","    ","          ",""
"117040150","NICHOLS MARY H & CHRISTOPHER B JT/RS","2491 N CAMINO DE OESTE","TUCSON","AZ","85745","9200","5209404899","MARY@SARISCORP.COM","607 E 5TH ST (TUC)","1918","OWNER AGENT","","","  ","     ","    ","          ",""
"134180600","SCHELLENBERG BONNIE TR","12740 W HIGHLAND AVE","LITCHFIELD PARK","AZ","85340","5170","5204042950","SCHELLEB@EMAIL.ARIZONA.EDU","7444 E CALLE MADERO (TUC)","1959","TUCSON TERRITORY PROPERTY MANAGEMENT 01","7360 E 22ND ST STE 107","TUCSON","AZ","85710","6427","5207776507",""
"304850210","CAMPBELL CLAUDIA R","PO BOX 1132","BUENA VISTA","CO","81211","1132","7192071234","CLAUDIAROMANCAMPBELL@GMAIL.COM","1082 N NIGHT HERON DR (SAH)","2008","REGISTERED AGENTS INC","1846 E INNOVATION PARK DR STE 100","ORO VALLEY","AZ","85755","1963","5203341150","COMPLIANCE@LLCAGENT.COM"
"11808126A","MORALES JOSE M REVOCABLE LIVING TR","801 W CALLE PROGRESO","TUCSON","AZ","85705","6448","5206701703","","950 W 26TH ST (TUC)","1992","OWNER AGENT","","","  ","     ","    ","          ",""
"11515273A","MORALES JOSE M REVOCABLE TR","801 W CALLE PROGRESO","TUCSON","AZ","85705","6448","5208612774","","846 W CALLE SANTA ANA (TUC)","2010","OWNER AGENT","","","  ","     ","    ","          ",""
"11515283A","MORALES JOSE M REVOC LIVING TR","801 W CALLE PROGRESO","TUCSON","AZ","85705","6448","5200000000","","812 W CALLE SANTA ANA (TUC)","2007","OWNER AGENT","","","  ","     ","    ","          ",""
"101161850","WEATHERLY MOLLY ANN","111 SAND PIPER RUN","SAINT HELENA ISLAND","SC","29920","7143","8102930943","MOLLYWEATHERLY@GMAIL.COM","2401 W GOLDA PL (PC)","0","OWNER AGENT","","","  ","     ","    ","          ",""
"137115210","SHELTON FAMILY TR","5421 CANISTEL AVE","RANCHO CUCAMONGA","CA","91737","6727","9099445552","TNSHELTON@GMAIL.COM","1534 W BLOOMFIELD PL (TUC)","1996","HOMES OF THE OLD PUEBLO","
6113 W TUCSON ESTATES PKWY","TUCSON","AZ","85713","6767","5202454002",""
"218436330","EASTMAN SHARON","12365 ROSS CREEK DR","KAMAS","UT","84036","9316","4359624663","SHARON@SHARONSELLSPARKCITY.COM","13552 N HERITAGE GATEWAY AV (MAR)","1999","BRISK JULIA","5330 LACE CACTUS","MARANA","AZ","85658","4004","5205912239","JBRISK@Q.COM"
"125172260","MUNSELL FAMILY REVOC TR","546 N DODGE BLVD","TUCSON","AZ","85716","5162","5207800590","GALMUN@AOL.COM","546 N DODGE BL (TUC)","1977","OWNER AGENT","","","  ","     ","    ","          ",""
"134081570","BARRON STEPHANIE D","8786 E PERRY PARK CI","TUCSON","AZ","85730","1302","5677132727","SBARRON167@YAHOO.COM","8432 E BEVERLY ST (TUC)","1969","NEW CONCEPT PROPERTY MANAGEMENT","7650 E BROADWAY BLVD STE 107","TUCSON","AZ","85710","3772","5205517247","DINO@NEWCONCEPTPROPERTIES.COM"
"304614900","FORD ROBERT R & NENNO THELMA L JT/RS","133 W ROSA DR","GREEN VALLEY","AZ","85614","4222","5206259685","","988 W CALLE DE EMILIA (PC)","1994","OWNER AGENT","","","  ","     ","    ","          ",""
"304260740","WARD DONALD E & DIANE P CP/RS","525 W PASEO DEL CANTO","GREEN VALLEY","AZ","85622","3417","2067794589","","525 W PASEO DEL CANTO (PC)","1976","LONG REALTY GREEN VALLEY RENTALS 01","275 W CONTINENTAL RD STE 181","GREEN VALLEY","AZ","85622","3626","5204078689","REXROGERS@LONGREALTY.COM"
"304643110","BAKER ZANA A","16-566 KEAAU PAHOA RD STE 188 PMB 567","KEAAU","HI","96749","8137","4255821813","","2744 S VIA DEL BAC (PC)","1982","LONG REALTY GREEN VALLEY RENTALS 01","275 W CONTINENTAL RD STE 181","GREEN VALLEY","AZ","85622","3626","5204078689","REXROGERS@LONGREALTY.COM"
"103214140","DODGE JOHN D & DODGE LORETTA M JT/RS","2109 BUTTERFLY MAIDEN TRL NE","ALBUQUERQUE","NM","87112","3720","5053797100","ABQGCAC@YAHOO.COM","2451 N PALO HACHA DR (TUC)","1990","TUCSON MANAGEMENT INC 01","PO BOX 35879","TUCSON","AZ","85740","5879","5203276995","KAT@TUCSONMANAGEMENT.COM"
"219535050","FIGUEROA CARLOS C","6108 S EARP WASH LN","TUCSON","AZ","85706","4965","5200000000","","12303 N NEW DAWN AV (OV)","1996","OWNER AGENT","","","  ","     ","    ","          ",""
"136221230","THOMAS JUSTIN H & JENNIFER N CP/RS","2668 S GETCHEL PL","TUCSON","AZ","85730","1197","8503133843","JTJEEPSTER@HOTMAIL.COM","2668 S GETCHEL PL (TUC)","2000","NEW CONCEPT PROPERTY MANAGEMENT","7650 E BROADWAY BLVD STE 107","TUCSON","AZ","85710","3772","5205517247","DINO@NEWCONCEPTPROPERTIES.COM"
"225375330","HAUGE MARY","8340 N THORNYDALE RD STE 110 #206","TUCSON","AZ","85741","1162","5204250505","MARYHAUGE5@GMAIL.COM","4180 W BARQUE DR (PC)","1977","OWNER AGENT","","","  ","     ","    ","          ",""
"133081850","GOOLSBEE SUSAN","526 N WEST AVE PMB 13","ARLINGTON","WA","98223","1251","3608200877","SUSAN.M.GOOLSBEE@GMAIL.COM","8136 E RIVENOAK DR (TUC)","1987","OWNER AGENT","","","  ","     ","    ","          ",""
"126162390","ROBERTSON LYNN D & KOCH LISA M CP/RS","1926 S 224TH PL","DES MOINES","WA","98198","5191","2063301213","LYNN@YOURSEATTLEHOMETEAM.COM","4143 E HAYNE ST","0","NEW CONCEPT PROPERTY MANAGEMENT","7650 E BROADWAY BLVD STE 107","TUCSON","AZ","85710","3772","5205517247","DINO@NEWCONCEPTPROPERTIES.COM"
"304583690","ROBLING SALLY ANN RETIREMENT PLAN","PO BOX 4227","TUBAC","AZ","85646","4227","5202459000","SALLYROBLING@GMAIL.COM","1602 N PASEO LA TINAJA (PC)","2000","OWNER AGENT","","","  ","     ","    ","          ",""
"103174180","MENCKE SCOTT B & SARAH CP/RS","2481 N LLOYD BUSH DR","TUCSON","AZ","85745","9693","5208345452","SCOTTMENCKE@GMAIL.COM","2481 N LLOYD BUSH DR (PC)","1959","OWNER AGENT","","","  ","     ","    ","          ",""
"21455034A","EVANS BANKS R E REVOC LIVING TR","PO BOX 91","BLUE HILL","ME","04629","0091","5203311056","H.EB@ICLOUD.COM","4705 W JOJOBA DR (PC)","1953","EMS REALTY INC 06","6816 N ORACLE RD STE 300","TUCSON","AZ","85704","4232","5205442727","LINDA@EMSREALTY.COM"
"133198220","992 CARIBE PARTNERS LLC","PO BOX 128","TUMACACORI","AZ","85640","0128","5207808763","FELLNERTERI@ROCKETMAIL.COM","992 N CARIBE AV (TUC)","1973","OWNER AGENT","","","  ","     ","    ","          ",""
"110063690","GODWIN JIM & CINDY FAMILY REVOC TR","6065 N CAMINO ALMONTE","TUCSON","AZ","85718","3702","5205296117","JIM@GODWINMARKETING.COM","4152 E MEGAN DR (TUC)","1980","OWNER AGENT","","","  ","     ","    ","          ",""
"129070880","FASBALL LLC","5545 W ARROWHEAD LAKES DR","GLENDALE","AZ","85308","6294","5205551212","","2308 S SAINT STEPHEN DR (TUC)","2001","OWNER AGENT","","","  ","     ","    ","          ",""
"134052170","TRAN MINH","785 5TH AVE","SAN FRANCISCO","CA","94118","3916","4152216533","ISMMMT@YAHOO.COM","1056 S SPECKLED STONE WY (TUC)","2003","BIDEGAIN REALTY 02","8755 E BROADWAY BLVD","TUCSON","AZ","85710","4015","5208869877","SANDRALANE@BIDEGAINREALTY.COM"
"133481480","TRAN MINH THIEN","785 5TH AVE","SAN FRANCISCO","CA","94118","3916","4152216533","ISMMMT@YAHOO.COM","298 S SONORAN HEIGHTS DR (TUC)","1995","BIDEGAIN REALTY 02","8755 E BROADWAY BLVD","TUCSON","AZ","85710","4015","5208869877","SANDRALANE@BIDEGAINREALTY.COM"
"108124790","SUNNYSIDE VENTURES LLC","1637 WHISPERING HILLS DR","FRANKLIN","TN","37069","7242","6153735864","DARREN.GOTTSCHALK84@GMAIL.COM","5998 N CAMPO ABIERTO (PC)","2004","KAHN LOUIS","2484 E RIVER RD","TUCSON","AZ","85718","6522","5202992100","LOOKAHN@TUCSONFOOTHILLS.COM"
"125093040","FINK FAMILY TR","3755 E CALLE CORTEZ","TUCSON","AZ","85716","5119","5203312497","MERMELTIER@HOTMAIL.COM","164 N FORGEUS AV (TUC)","1987","OWNER AGENT","","","  ","     ","    ","          ",""
"140398730","GEWARGIS YOANA ROMANO & GEWARGIS","2560 E SUMMIT ST UNIT 2","TUCSON","AZ","85756","8811","5209062129","","4779 E ORCHARD GRASS DR (TUC)","2007","CENTURY 1ST  AMERICAN","8830 E SPEEDWAY BLVD","TUCSON","AZ","85710","1832","5208866023",""
"208101020","SEMPER LUTHER R","4087 WILDER AVE","BRONX","NY","10466","2328","2403535825","STONEWALL3A@GMAIL.COM","17662 W STAR CLUSTER PL (PC)","2002","RPM RINCON 02","6380 E TANQUE VERDE RD","TUCSON","AZ","85715","3822","5208294500","ADMIN@RPMRINCON.COM"
"210554330","CASSENS CALVIN WILLIAM & CONSTANCE ANNETTE CP/RS","8290 W SCREECH OWL DR","TUCSON","AZ","85757","7928","8152661461","","8290 W SCREECH OWL DR (PC)","2017","BLUE FOX PROPERTIES 01","7368 N LA CHOLLA BLVD","TUCSON","AZ","85741","2305","5207807888","PROPERTYMANAGERS@BLUEFOXPROPERTIES.COM"
"141401170","MENDOLA TIFANY M & VINCENT L CP/RS","5955 S HOPTREE PL","TUCSON","AZ","85747","8802","5202549340","VINNYMDLO@YAHOO.COM","5955 S HOPTREE PL (TUC)","2015","OWNER AGENT","","","  ","     ","    ","          ",""
"110040550","STORM JANE ALEXANDRA TR","PO BOX 1958","BRECKENRIDGE","CO","80424","1958","9703909694","ASTORM@STORMFOUNDATION.ORG","3265 N LITTLE HORSE DR (TUC)","1982","ACACIA PARTNERS 02","7423 E TANQUE VERDE RD","TUCSON","AZ","85715","3477","5202986600","GREG@ACACIAPARTNERS.COM"
"12605096A","HUYNH BANG PHI & DUNG THANH CP/RS","1970 W GLENN ST","TUCSON","AZ","85719","2820","5208918838","","4255 E 2ND ST (TUC)","1954","OWNER AGENT","","","  ","     ","    ","          ",""
